OrgId,IncidentId,AlertId,AlertTitle,Category,IncidentGrade,EntityType,EvidenceRole,IpAddress,Url,ApplicationId,City,Day,Year,Hour,Time
18,283091,593657,599,6,1,20,0,360606,160396,2251,10630,14,2024,14,19922
16,159963,1598244,37,7,0,20,0,360606,160396,2251,10630,4,2024,8,10636
7,427,588,10,9,1,8,1,1891,160396,2251,10630,27,2024,2,3821
68,177503,242492,1,10,0,12,0,360606,160396,2251,10630,7,2024,9,11677
2389,7985,1037868,0,10,1,8,1,49863,160396,2251,3136,16,2024,7,9771
23,171,401246,3,10,2,4,1,360606,160396,2251,10630,3,2024,17,23987
4,2691,457,7,10,1,9,0,360606,160396,2251,10630,29,2024,5,7181
1340,58620,273730,9637,13,2,15,1,360606,160396,2251,10630,10,2024,23,33361
24,161181,1401237,21,16,0,3,0,360606,160396,0,10630,12,2024,1,1419
126,626,1325835,12,2,2,8,1,100,160396,2251,67,3,2024,0,651
9,6223,1445071,90768,7,0,11,0,360606,160396,2251,10630,3,2024,12,16197
571,48714,235241,1,10,2,10,1,360606,160396,2251,10630,8,2024,21,29899
3957,77573,929873,0,10,1,8,1,326421,160396,2251,3,14,2024,14,18817
210,1176,920,18,5,1,20,0,360606,160396,2251,10630,9,2024,18,26066
118,1745,5,24,2,0,8,1,8015,160396,2251,10630,9,2024,23,33460
537,1631,41554,147,9,2,8,1,13995,160396,2251,10630,26,2024,9,11669
59,180203,781597,2,1,0,19,1,360606,164,2251,10630,16,2024,13,17716
2,25071,7393,27,7,0,20,0,360606,160396,2251,10630,5,2024,11,14368
1062,78988,1497020,22,10,1,20,0,360606,160396,2251,10630,5,2024,23,33834
116,586508,1447508,89637,7,0,20,0,360606,160396,2251,10630,11,2024,6,8535
77,7672,10958,1,10,0,12,0,360606,160396,2251,10630,13,2024,2,3794
6,51007,425242,2,1,0,9,0,360606,160396,2251,10630,8,2024,11,15066
19,6281,2195,16,1,2,8,1,641,160396,2251,10630,7,2024,15,21558
568,834,375611,0,10,2,4,1,360606,160396,2251,10630,13,2024,17,24889
3,17343,271783,2,1,0,19,1,360606,4,2251,10630,16,2024,11,15017
225,18169,37971,1,10,2,6,1,360606,160396,2251,10630,6,2024,19,27830
236,40307,1713883,10998,16,0,20,0,360606,160396,2251,10630,14,2024,11,14560
378,65554,42725,24,16,0,20,0,360606,160396,2251,10630,13,2024,16,21861
12,247,1155298,55,1,0,8,1,20,160396,2251,10630,7,2024,1,1321
316,15922,139093,1,10,0,11,1,360606,160396,2251,10630,13,2024,10,13428
10,2046,202,504,9,2,8,1,14886,160396,2251,10630,25,2024,0,798
172,13626,81773,8,10,2,12,0,360606,160396,2251,10630,6,2024,17,24490
470,19616,159187,1,10,0,10,1,360606,160396,2251,10630,5,2024,3,4857
7,156,266,10,9,1,8,1,1343,160396,2251,10630,24,2024,2,3738
34,331984,682958,2,1,0,19,1,360606,313,2251,10630,11,2024,18,26219
50,76,519738,6,10,2,8,1,1048,160396,2251,55,6,2024,6,8432
11,411282,1036687,3,10,1,8,1,3307,160396,2251,13,6,2024,11,14661
27,455,63769,46,6,0,19,1,360606,979,2251,10630,4,2024,5,7043
11,404914,971333,0,10,1,20,0,360606,160396,2251,10630,5,2024,6,8361
9,53,646029,60032,7,0,8,1,300,160396,2251,10630,11,2024,13,18254
0,351,184482,6,10,2,4,1,360606,160396,2251,10630,6,2024,19,27256
928,714,368926,168,16,2,5,1,360606,160396,2251,10630,31,2024,22,32632
12,2171,1557,1376,9,0,8,1,173,160396,2251,10630,30,2024,10,12898
776,208451,93236,9619,16,0,15,1,360606,160396,2251,10630,9,2024,21,29903
9,881,436039,53384,7,0,6,0,360606,160396,2251,10630,3,2024,12,16313
1,217,384314,3,10,2,20,0,360606,160396,2251,10630,6,2024,20,29511
9,231,18619,8776,7,0,20,0,360606,160396,2251,10630,3,2024,21,30541
88,31433,210084,43,7,1,20,0,360606,160396,2251,10630,13,2024,4,5179
8,54986,724138,4,16,2,20,0,360606,160396,2251,10630,9,2024,13,17871
89,14,2370,1,10,2,12,0,360606,160396,2251,10630,14,2024,6,7727
26,34597,141627,136,6,0,15,1,360606,160396,2251,10630,8,2024,9,11813
40,1217,265162,100,2,0,19,1,360606,2744,2251,10630,11,2024,14,18897
194,162481,1393336,2055,16,0,20,0,360606,160396,2251,10630,10,2024,19,26960
116,270607,1585656,1873,0,0,20,0,360606,160396,2251,10630,11,2024,9,11837
4,1445,344,7,10,1,9,0,360606,160396,2251,10630,21,2024,13,17446
30,34184,49640,6918,7,1,11,0,360606,160396,2251,10630,6,2024,13,17462
168,1295,465966,1841,10,1,8,1,2620,160396,2251,10630,5,2024,14,19418
37,39703,146554,32079,7,1,6,0,360606,160396,2251,10630,6,2024,10,13650
284,500267,319881,6,10,2,20,0,360606,160396,2251,10630,2,2024,8,10006
200,56094,31536,1,10,2,12,0,360606,160396,2251,10630,8,2024,22,32071
21,1000,196738,4,16,0,9,0,360606,160396,2251,10630,7,2024,16,22098
53,374,2443,44,10,1,8,1,127544,160396,2251,10630,4,2024,18,25308
81,163373,790074,67942,7,0,6,0,360606,160396,2251,10630,10,2024,21,31109
16,68747,70487,73,7,0,11,0,360606,160396,2251,10630,14,2024,5,7332
216,2347,360721,8,10,2,6,1,360606,160396,2251,10630,5,2024,2,3276
29,3344,2190,103,1,0,8,1,208113,160396,2251,10630,24,2024,1,1377
368,209596,961756,15,10,1,4,1,360606,160396,2251,10630,3,2024,18,26045
8,24231,603998,4,16,2,8,1,24011,160396,2251,10630,3,2024,17,24544
467,35088,789234,948,10,0,9,1,360606,160396,2251,10630,13,2024,19,27410
34,329880,746830,2,1,0,20,0,360606,160396,2251,10630,5,2024,15,20488
126,12276,29895,0,10,2,4,1,360606,160396,2251,10630,9,2024,21,30310
18,571859,1077293,32,6,1,6,1,360606,160396,2251,10630,11,2024,23,33598
368,126003,899101,0,10,1,8,1,115754,160396,2251,3,10,2024,19,28331
5,502316,167269,6,10,2,8,1,886,160396,2251,287,9,2024,0,22
25,106,212504,34639,7,0,11,0,360606,160396,2251,10630,12,2024,15,20507
19,27170,20965,29,1,0,19,1,360606,294,2251,10630,15,2024,23,34120
52,30162,29807,204,10,0,9,0,360606,160396,2251,10630,11,2024,20,29583
0,15411,75068,0,10,2,20,0,360606,160396,2251,10630,12,2024,3,4206
1,36,920202,0,10,2,5,1,360606,160396,2251,10630,6,2024,1,2491
8,29479,258377,4,16,2,9,0,360606,160396,2251,10630,3,2024,18,25229
6077,51865,1664632,80424,16,2,3,1,360606,160396,33,10630,4,2024,7,9730
191,97753,459960,5,10,0,8,1,84276,160396,2251,10630,5,2024,19,26803
502,34107,620650,440,10,1,19,1,360606,26198,2251,10630,11,2024,11,14151
1081,243341,1390002,2998,16,0,8,1,14810,160396,2251,10630,10,2024,4,5474
5,31,1178502,0,10,2,20,0,360606,160396,2251,10630,9,2024,20,29541
87,189966,255604,2,1,1,20,0,360606,160396,2251,10630,14,2024,17,24536
212,47290,140791,19,10,0,10,1,360606,160396,2251,10630,10,2024,2,3731
240,6344,2230,76,13,2,20,0,360606,160396,2251,10630,2,2024,13,17609
589,21956,29939,63,5,1,8,1,151320,160396,2251,10630,22,2024,9,12062
5,35,383190,0,10,2,8,1,103803,160396,2251,7112,7,2024,0,77
3,299224,778976,2,1,0,19,1,360606,56,2251,10630,5,2024,7,9784
3,45570,199522,164,17,0,19,1,360606,17,2251,10630,10,2024,14,19649
0,183,123231,0,10,2,4,1,360606,160396,2251,10630,4,2024,8,10965
2,34036,10556,27,7,0,11,0,360606,160396,2251,10630,4,2024,15,20231
1,318,310498,0,10,2,8,1,5,160396,2251,17,8,2024,18,25710
300,316208,806037,16491,16,0,7,1,360606,160396,2251,10630,7,2024,13,17353
211,59308,368797,5,10,1,10,1,360606,160396,2251,10630,4,2024,18,25221
20,2244,1172,10,9,1,8,1,20741,160396,2251,10630,20,2024,20,29741
68,208395,357828,5,10,0,10,1,360606,160396,2251,10630,12,2024,19,27565
29,13013,8963,78,2,0,20,0,360606,160396,2251,10630,9,2024,20,29764
133,58061,142668,4,16,0,9,0,360606,160396,2251,10630,7,2024,19,28313
41,101878,77661,140,7,2,20,0,360606,160396,2251,10630,14,2024,10,13692
995,4748,54837,1002,11,0,15,1,360606,160396,2251,10630,5,2024,18,25967
1,32,104778,0,10,2,20,0,360606,160396,2251,10630,11,2024,6,8432
122,3176,245895,2,1,1,20,0,360606,160396,2251,10630,14,2024,11,15062
58,504,890,9,10,0,11,1,360606,160396,2251,10630,14,2024,18,25573
2,41476,14403,27,7,0,3,0,360606,160396,3,10630,11,2024,3,4691
820,818,1345012,0,10,2,4,1,360606,160396,2251,10630,7,2024,23,34012
375,1110,691,170,0,1,20,0,360606,160396,2251,10630,10,2024,18,26103
455,3232,48496,5,10,2,8,1,2050,160396,2251,10630,10,2024,16,22454
3,52466,249391,2,1,0,15,1,360606,160396,2251,10630,10,2024,19,26901
8,22833,143366,4,16,2,15,1,360606,160396,2251,10630,15,2024,6,7930
287,311208,803261,157,16,0,20,0,360606,160396,2251,10630,10,2024,18,26329
306,42501,307140,162,2,1,9,0,360606,160396,2251,10630,6,2024,13,18447
230,1262,885,1,10,2,11,1,360606,160396,2251,10630,10,2024,19,27820
28,120030,34011,19,10,2,12,0,360606,160396,2251,10630,6,2024,5,7309
34,282479,629420,4,16,0,15,1,360606,160396,2251,10630,16,2024,3,4240
17,215,291651,5374,7,1,8,1,64906,160396,2251,10630,11,2024,12,16338
160,8102,599199,2,1,1,9,0,360606,160396,2251,10630,4,2024,15,21330
11,425772,879689,0,10,1,4,1,360606,160396,2251,10630,13,2024,7,8943
26,33720,98825,136,6,0,15,1,360606,160396,2251,10630,9,2024,23,32956
7,812,935,10,9,2,8,1,180,160396,2251,10630,26,2024,19,27345
10,49,73,52,9,2,8,1,7842,160396,2251,10630,24,2024,9,11836
115,129238,473629,4,16,0,8,1,1617,160396,2251,10630,15,2024,15,21677
0,173,1258067,6,10,2,20,0,360606,160396,2251,10630,4,2024,12,15630
0,117,1212595,0,10,2,8,1,47,160396,2251,0,9,2024,0,1233
342,127467,941785,0,10,1,5,1,360606,160396,2251,10630,13,2024,1,1857
129,106168,294208,41325,7,0,11,0,360606,160396,2251,10630,10,2024,23,33323
8,5801,471798,4,16,2,15,1,360606,160396,2251,10630,7,2024,2,2757
113,152943,1646602,60,10,2,19,1,360606,128676,2251,10630,8,2024,15,20449
774,2654,1034493,0,10,2,4,1,360606,160396,2251,10630,12,2024,22,31609
268,251,623976,4,16,2,19,1,360606,211,2251,10630,12,2024,23,33937
827,43874,757411,4926,4,0,15,1,360606,160396,2251,10630,6,2024,16,22279
9,881,646149,188,7,0,9,0,360606,160396,2251,10630,3,2024,11,14479
1,62,1015492,0,10,2,20,0,360606,160396,2251,10630,10,2024,0,679
0,81,530288,0,10,2,20,0,360606,160396,2251,10630,5,2024,4,5773
22,2582,73546,0,10,2,4,1,360606,160396,2251,10630,6,2024,20,29338
7,688,990,10,9,1,8,1,9257,160396,2251,10630,1,2024,18,26685
352,163737,555307,1503,6,2,3,0,360606,160396,3,10630,4,2024,18,26092
45,2645,21404,5,10,1,12,0,360606,160396,2251,10630,11,2024,12,16813
119,26,4606,19,10,1,11,1,360606,160396,2251,10630,14,2024,8,10039
40,154381,159170,1,10,0,19,1,360606,74814,2251,10630,11,2024,10,13898
196,11198,6127,87,5,2,8,1,8548,160396,2251,10630,27,2024,14,19523
21,1158,89655,4,16,0,9,0,360606,160396,2251,10630,12,2024,4,5275
1276,10062,633802,190,6,2,9,0,360606,160396,2251,10630,13,2024,21,30543
4,284,317,7,10,1,9,0,360606,160396,2251,10630,31,2024,3,5066
16,161180,230000,37,7,0,11,0,360606,160396,2251,10630,14,2024,11,14779
583,95274,220015,11,10,0,6,1,360606,160396,2251,10630,10,2024,23,34192
551,54216,63622,4,16,0,19,1,360606,976,2251,10630,4,2024,14,19881
136,165109,893236,3,10,0,20,0,360606,160396,2251,10630,13,2024,10,12886
0,409,173693,0,10,2,20,0,360606,160396,2251,10630,4,2024,12,16793
35,139,816194,0,10,2,20,0,360606,160396,2251,10630,8,2024,9,11826
5,60,941546,0,10,2,20,0,360606,160396,2251,10630,5,2024,15,20650
21,111307,619066,4,16,0,9,0,360606,160396,2251,10630,10,2024,22,32376
11,417741,1045910,3,10,2,20,0,360606,160396,2251,10630,10,2024,12,15741
476,355611,992931,0,10,1,20,0,360606,160396,2251,10630,12,2024,13,18100
24,467704,342507,21,16,2,20,0,360606,160396,2251,10630,8,2024,20,29155
6,127521,201896,4,16,0,20,0,360606,160396,2251,10630,12,2024,11,14877
141,75329,1151744,93,6,0,6,1,360606,160396,2251,10630,5,2024,11,15148
129,111765,650881,62501,7,0,20,0,360606,160396,2251,10630,14,2024,12,15666
110,547,448719,235,11,2,20,0,360606,160396,2251,10630,3,2024,8,10623
56,278044,599252,2,1,0,20,0,360606,160396,2251,10630,10,2024,5,6576
24,466661,1384110,50,16,0,3,0,360606,160396,0,10630,8,2024,0,902
198,2026,3788,99,16,0,20,0,360606,160396,2251,10630,6,2024,19,28226
29,60947,44884,1,10,0,6,1,360606,160396,2251,10630,6,2024,9,12156
5,462,547339,6,10,2,4,1,360606,160396,2251,10630,2,2024,3,4079
7,158,624,528,9,1,8,1,826,160396,2251,10630,24,2024,12,15341
72,242,501049,0,10,2,20,0,360606,160396,2251,10630,4,2024,17,24945
31,10372,18960,3305,7,0,6,0,360606,160396,2251,10630,6,2024,19,26773
995,23922,1503548,4126,10,2,20,0,360606,160396,2251,10630,4,2024,16,22106
124,130870,1395412,64,6,1,20,0,360606,160396,2251,10630,10,2024,18,25551
59,180110,624618,4,16,0,8,1,93340,160396,2251,10630,13,2024,7,9891
6,275898,620355,4,16,0,8,1,2559,160396,2251,10630,11,2024,16,21784
1497,128525,1433214,85142,12,0,9,0,360606,160396,2251,10630,5,2024,6,8281
34,214461,615330,4,16,0,8,1,142380,160396,2251,10630,8,2024,19,26962
36,55072,268717,2,1,2,20,0,360606,160396,2251,10630,4,2024,14,19884
0,140,107045,0,10,2,4,1,360606,160396,2251,10630,11,2024,3,4618
70,71934,8369,11,10,0,10,1,360606,160396,2251,10630,11,2024,13,17120
0,3343,102400,3,10,2,4,1,360606,160396,2251,10630,10,2024,10,12981
1,39,525460,0,10,2,20,0,360606,160396,2251,10630,4,2024,23,33926
61,1259,581511,31,16,0,3,0,360606,160396,0,10630,11,2024,9,12171
11,424127,996096,0,10,1,20,0,360606,160396,2251,10630,13,2024,9,11273
109,114807,361932,23,10,2,11,1,360606,160396,2251,10630,14,2024,22,32121
485,27979,878746,0,10,1,8,1,89975,160396,2251,488,13,2024,20,29783
234,1507,103550,0,10,2,4,1,360606,160396,2251,10630,13,2024,9,12325
1788,9555,241102,48,10,0,10,1,360606,160396,2251,10630,7,2024,23,32980
101,168,1554969,21,16,2,20,0,360606,160396,2251,10630,5,2024,19,28256
510,1271,924,1006,5,0,8,1,122885,160396,2251,10630,4,2024,15,20750
0,114,490659,6,10,2,20,0,360606,160396,2251,10630,6,2024,13,17113
9,231,1116104,48868,7,0,9,0,360606,160396,2251,10630,3,2024,18,26342
24,472458,1405421,50,16,0,8,1,114041,160396,2251,10630,12,2024,15,20130
58,504,3565,9,10,0,12,0,360606,160396,2251,10630,14,2024,16,21995
75,37,1291998,12,2,2,20,0,360606,160396,2251,10630,3,2024,17,24584
192,31177,1147532,110,10,2,12,0,360606,160396,2251,10630,10,2024,22,31844
349,6693,110493,436,12,0,6,1,360606,160396,2251,10630,13,2024,1,1872
0,938,165517,0,10,2,4,1,360606,160396,2251,10630,6,2024,4,6318
55,9302,460580,11,10,2,10,1,360606,160396,2251,10630,13,2024,2,3373
2,19678,7826,13,7,0,11,0,360606,160396,2251,10630,14,2024,2,2846
1016,155033,941306,0,10,1,20,0,360606,160396,2251,10630,11,2024,12,15414
849,7708,21257,8,10,0,20,0,360606,160396,2251,10630,4,2024,17,23672
135,4462,3010,83,11,0,20,0,360606,160396,2251,10630,29,2024,21,31201
0,311,69571,6,10,2,4,1,360606,160396,2251,10630,5,2024,5,6764
30,14070,11691,6048,7,1,11,0,360606,160396,2251,10630,6,2024,10,12896
79,153517,207896,40,2,1,9,0,360606,160396,2251,10630,13,2024,7,9355
79,4334,1102519,40,2,1,17,1,360606,160396,2251,10630,10,2024,11,14347
25,216,83640,12441,7,0,11,0,360606,160396,2251,10630,3,2024,20,29573
49,4106,277022,2,1,2,19,1,360606,67,2251,10630,13,2024,12,16378
2072,65092,1543529,2028,6,0,15,1,360606,160396,2251,10630,11,2024,21,29972
2,7544,13265,14,7,0,6,0,360606,160396,2251,10630,6,2024,19,27230
20,1443,113,423,9,0,8,1,6451,160396,2251,10630,31,2024,4,5414
11,419242,832531,3,10,1,8,1,154062,160396,2251,94,11,2024,1,2502
261,22536,16239,154,7,0,11,0,360606,160396,2251,10630,3,2024,17,24833
43,36815,151992,83,11,0,9,0,360606,160396,2251,10630,23,2024,3,3941
76,189,1197923,0,10,2,20,0,360606,160396,2251,10630,5,2024,22,32710
807,5039,3914,1,10,0,20,0,360606,160396,2251,10630,13,2024,20,29580
4,2768,563,7,10,1,9,0,360606,160396,2251,10630,26,2024,22,31828
7,4454,992,186,9,1,8,1,6152,160396,2251,10630,24,2024,22,32189
136,135953,1295563,0,10,0,20,0,360606,160396,2251,10630,15,2024,13,16923
114,3939,54956,4,16,1,19,1,360606,81,2251,10630,3,2024,12,16577
712,1448,13800,9,10,1,11,1,360606,160396,2251,10630,4,2024,16,22996
37,4916,13606,6845,7,1,11,0,360606,160396,2251,10630,6,2024,4,6057
69,43779,1016358,0,10,1,5,1,360606,160396,2251,10630,13,2024,11,15262
179,105607,78252,15130,7,0,11,0,360606,160396,2251,10630,13,2024,3,4130
5,350,321192,6,10,2,20,0,360606,160396,2251,10630,9,2024,0,358
1,44,53305,0,10,2,5,1,360606,160396,2251,10630,5,2024,9,12144
0,122,849916,3,10,2,20,0,360606,160396,2251,10630,14,2024,7,8726
72,242,393735,3,10,2,8,1,185041,160396,2251,10630,4,2024,9,12362
623,25449,100051,1,10,0,19,1,360606,76194,2251,10630,15,2024,5,7451
1587,42096,79702,5,10,2,8,1,261142,160396,2251,10630,3,2024,17,23718
0,244,380076,3,10,2,8,1,48,160396,2251,0,9,2024,0,513
2,8605,7061,13,7,0,11,0,360606,160396,2251,10630,11,2024,3,4637
9,231,793505,4190,7,0,20,0,360606,160396,2251,10630,3,2024,4,5821
69,56084,938961,0,10,1,5,1,360606,160396,2251,10630,13,2024,14,18839
85,179465,64115,21254,7,0,9,0,360606,160396,2251,10630,5,2024,1,2196
23,415,329304,0,10,2,20,0,360606,160396,2251,10630,4,2024,19,26862
26,3671,445566,5745,16,0,20,0,360606,160396,2251,10630,8,2024,10,13348
34,232128,632518,2,1,0,9,0,360606,160396,2251,10630,5,2024,15,21556
114,776,55286,4,16,1,19,1,360606,81,2251,10630,6,2024,10,13360
756,2218,372265,0,10,1,20,0,360606,160396,2251,10630,11,2024,11,14586
91,354914,213285,34404,7,0,6,0,360606,160396,2251,10630,5,2024,18,26305
0,166,501297,6,10,2,8,1,485,160396,2251,15,7,2024,16,22693
88,326,144867,43,7,1,11,0,360606,160396,2251,10630,14,2024,2,2748
2,12046,3801,13,7,0,11,0,360606,160396,2251,10630,12,2024,15,20873
298,2099,585783,129,16,0,3,0,360606,160396,0,10630,12,2024,10,13470
9,45,1121418,13228,7,0,20,0,360606,160396,2251,10630,12,2024,11,14953
73,283332,1457097,2328,7,1,9,0,360606,160396,2251,10630,6,2024,13,17285
20,477,780,35,1,1,8,1,76654,160396,2251,10630,6,2024,15,21321
0,177,377832,0,10,2,5,1,360606,160396,2251,10630,4,2024,23,33391
2,27350,8268,27,7,0,11,0,360606,160396,2251,10630,3,2024,6,8504
293,99033,218160,1,10,0,12,0,360606,160396,2251,10630,11,2024,19,28289
304,326230,296734,1228,10,0,12,0,360606,160396,2251,10630,7,2024,13,18251
172,70806,301322,8,10,2,11,1,360606,160396,2251,10630,10,2024,16,21816
66,540802,567227,34,16,2,20,0,360606,160396,2251,10630,7,2024,9,12498
11,403918,966069,0,10,1,4,1,360606,160396,2251,10630,4,2024,17,24197
5,359572,384850,3,10,2,8,1,0,160396,2251,2,9,2024,10,13623
0,96,957530,0,10,2,5,1,360606,160396,2251,10630,10,2024,0,105
566,152146,1435035,255,12,0,9,0,360606,160396,2251,10630,8,2024,6,7868
16,187924,1444374,2981,7,0,11,0,360606,160396,2251,10630,12,2024,19,27404
150,62020,231317,39612,7,0,11,0,360606,160396,2251,10630,13,2024,14,18816
3,134776,756886,2,1,0,19,1,360606,226,2251,10630,5,2024,1,1716
14,3015,2892,20,9,2,8,1,839,160396,2251,10630,31,2024,13,17030
69,5189,9200,1,10,0,12,0,360606,160396,2251,10630,3,2024,13,17878
18,115124,567863,47,6,1,6,1,360606,160396,2251,10630,7,2024,11,14182
75,56,946778,0,10,2,20,0,360606,160396,2251,10630,10,2024,14,19604
8,18209,201592,4,16,2,9,0,360606,160396,2251,10630,12,2024,0,1053
120,147523,478121,56066,7,0,11,0,360606,160396,2251,10630,7,2024,21,31296
2,15878,5387,13,7,0,20,0,360606,160396,2251,10630,7,2024,12,16753
497,151446,1381985,620,16,1,3,0,360606,160396,2,10630,7,2024,17,24921
89,14,2370,1,10,2,12,0,360606,160396,2251,10630,14,2024,6,7727
39,623,5182,5,10,0,20,0,360606,160396,2251,10630,14,2024,14,19246
7,427,3058,10,9,1,8,1,4447,160396,2251,10630,27,2024,12,16357
51,4672,297622,26,6,0,9,0,360606,160396,2251,10630,14,2024,5,7340
10,2091,145,51,9,2,8,1,2953,160396,2251,10630,21,2024,8,10940
164,37725,32827,122,5,0,8,1,175999,160396,2251,10630,5,2024,19,26825
20,2042,1608,58,9,1,8,1,6509,160396,2251,10630,25,2024,6,8379
178,795,526122,12,2,2,20,0,360606,160396,2251,10630,3,2024,5,6716
21,63185,198164,4,16,0,19,1,360606,220,2251,10630,9,2024,3,5049
31,17,16514,449,7,0,6,0,360606,160396,2251,10630,4,2024,21,30409
16,188150,644094,159,7,0,11,0,360606,160396,2251,10630,15,2024,3,4324
75,37,1003451,0,10,2,4,1,360606,160396,2251,10630,6,2024,10,12649
12,2152,1405,1348,9,0,8,1,13283,160396,2251,10630,2,2024,20,28492
0,367,69734,0,10,2,8,1,260,160396,2251,32,4,2024,11,14146
66,541201,1390003,34,16,2,8,1,431,160396,2251,10630,10,2024,6,8021
5,29,669373,805,2,2,8,1,664,160396,2251,10630,6,2024,0,958
444,100355,216335,263,16,0,15,1,360606,160396,2251,10630,4,2024,8,10119
56,9524,27219,1,10,2,11,1,360606,160396,2251,10630,3,2024,8,10117
18,568685,1072959,32,6,1,6,1,360606,160396,2251,10630,8,2024,21,31122
107,172523,455158,11,10,2,8,1,18498,160396,2251,10630,11,2024,13,17363
58,8197,2575,9,10,0,20,0,360606,160396,2251,10630,14,2024,18,25713
69,14496,27390,8,10,0,11,1,360606,160396,2251,10630,12,2024,13,16895
2,21073,6349,13,7,0,11,0,360606,160396,2251,10630,6,2024,18,25864
316,64079,217444,1,10,0,19,1,360606,5751,2251,10630,11,2024,0,1038
2226,10944,419637,4,16,1,15,1,360606,160396,2251,10630,3,2024,22,32422
1,54,531902,6,10,2,8,1,31,160396,2251,0,5,2024,12,16055
0,370,170320,0,10,2,5,1,360606,160396,2251,10630,13,2024,20,29116
2,78989,71567,1,10,0,10,1,360606,160396,2251,10630,3,2024,13,17619
49,292058,270697,2,1,2,9,0,360606,160396,2251,10630,6,2024,16,22259
28,520832,1524067,22,10,2,12,0,360606,160396,2251,10630,12,2024,11,14611
0,141,1196969,0,10,2,20,0,360606,160396,2251,10630,11,2024,0,1282
142,77818,117458,5,10,1,11,1,360606,160396,2251,10630,11,2024,17,23576
63,363,1239415,6,10,2,4,1,360606,160396,2251,10630,4,2024,9,12553
14,3715,2868,20,9,2,8,1,959,160396,2251,10630,23,2024,11,14781
174,1277,306691,558,9,0,9,0,360606,160396,2251,10630,26,2024,22,31964
47,17578,29461,51,9,1,8,1,1564,160396,2251,10630,31,2024,23,33905
19,599,1921,16,1,2,19,1,360606,422,2251,10630,4,2024,18,25176
262,27113,590638,8032,16,0,8,1,38788,160396,2251,10630,13,2024,15,20341
2,7054,7646,14,7,0,6,0,360606,160396,2251,10630,4,2024,13,17454
1511,3595,363045,5,10,0,12,0,360606,160396,2251,10630,4,2024,15,21374
344,735,6,18,5,0,9,1,360606,160396,2251,10630,7,2024,22,31766
478,1936,455502,5,10,0,12,0,360606,160396,2251,10630,4,2024,6,8231
471,33941,289299,473,10,0,9,0,360606,160396,2251,10630,11,2024,5,7145
44,7101,5527,57,7,0,11,0,360606,160396,2251,10630,10,2024,23,34006
162,33353,234357,1,10,2,11,1,360606,160396,2251,10630,3,2024,18,25456
127,221,1306209,12,2,2,8,1,8681,160396,2251,360,3,2024,11,15014
59,119985,624303,4,16,0,15,1,360606,160396,2251,10630,13,2024,2,2995
12,1580,1383,1379,9,0,8,1,1235,160396,2251,10630,25,2024,2,3570
91,41407,154412,3841,7,0,11,0,360606,160396,2251,10630,12,2024,22,31458
339,6212,1947,33,13,1,20,0,360606,160396,2251,10630,9,2024,20,28401
29,133810,460736,134,10,0,6,1,360606,160396,2251,10630,6,2024,20,28953
13,6762,10080,1755,7,0,6,0,360606,160396,2251,10630,14,2024,15,20682
56,24774,48507,11,10,2,11,1,360606,160396,2251,10630,11,2024,17,23611
57,970,132148,30857,7,0,6,0,360606,160396,2251,10630,4,2024,21,30372
313,3864,35532,0,10,2,20,0,360606,160396,2251,10630,3,2024,17,24259
7,3237,723,409,9,1,8,1,16175,160396,2251,10630,31,2024,6,8453
10,178,170,178,9,2,8,1,2418,160396,2251,10630,25,2024,11,14417
0,211,185693,0,10,2,20,0,360606,160396,2251,10630,11,2024,11,14814
36,379994,1091678,1011,16,2,20,0,360606,160396,2251,10630,7,2024,4,5846
47,7866,2752,29,1,1,19,1,360606,459,2251,10630,4,2024,1,2122
548,42871,997512,3,10,1,8,1,163220,160396,2251,10630,5,2024,15,21435
57,3317,49041,18300,7,0,6,0,360606,160396,2251,10630,11,2024,17,24649
116,587922,1445334,86149,7,0,20,0,360606,160396,2251,10630,12,2024,7,9046
43,8930,18298,1,10,0,20,0,360606,160396,2251,10630,16,2024,14,19164
1,507,125772,0,10,2,20,0,360606,160396,2251,10630,3,2024,7,9542
3,135289,281059,2,1,0,19,1,360606,110,2251,10630,13,2024,13,18445
182,12198,11490,90,7,0,11,0,360606,160396,2251,10630,7,2024,12,15690
169,9659,334969,12,2,2,20,0,360606,160396,2251,10630,1,2024,3,3869
0,416,414528,3,10,2,8,1,59,160396,2251,0,5,2024,16,22298
643,61262,158678,1,10,2,19,1,360606,849,2251,10630,8,2024,21,30865
39,1221,4841,5,10,0,11,1,360606,160396,2251,10630,14,2024,17,24805
5,137,1319736,0,10,2,8,1,290,160396,2251,57,9,2024,15,20156
9,160,43817,17193,7,0,11,0,360606,160396,2251,10630,13,2024,18,25387
36,526060,1472839,22,10,0,12,0,360606,160396,2251,10630,10,2024,21,31086
812,98182,663888,9,10,0,12,0,360606,160396,2251,10630,4,2024,15,20936
2,23574,6837,27,7,0,6,0,360606,160396,2251,10630,3,2024,20,28793
9,187510,130714,2,1,0,20,0,360606,160396,2251,10630,14,2024,5,6345
60,110,34403,11501,7,1,11,0,360606,160396,2251,10630,10,2024,19,27340
45,23348,21427,5,10,1,10,1,360606,160396,2251,10630,11,2024,20,29357
3,22705,270613,2,1,0,9,0,360606,160396,2251,10630,10,2024,5,6856
208,6443,19471,92,2,0,6,1,360606,160396,2251,10630,11,2024,20,29814
